team_id,total_score,num_games,wins,losses,power,overall_rank,recent_opponent_1,recent_opponent_2,recent_opponent_3,recent_opponent_4,recent_opponent_5,div_rank,last_rank
Cortez JV,0,0,0,0,243.06866,-1,0,0,0,0,0,-1,0
Plainview Jv,0,0,0,0,242.07309,-1,0,0,0,0,0,-1,0
Maplewood Academy MN,0,0,0,1,240.6868578,-1,1164,1164,1164,1164,1164,-1,0
Brewster KS,0,0,0,0,240.66555,-1,0,0,0,0,0,-1,0
Denver Academy Of Torah,0,0,0,0,240.34899,-1,0,0,0,0,0,-1,0
Rolla KS,0,0,0,2,240.1713355,-1,520,250,520,250,520,-1,0
Love Christian,0,0,0,0,240.13485,-1,0,0,0,0,0,-1,0
The Pinnacle,0,0,4,18,239.6252018,320,672,377,677,206,95,53,0
Summit JV,0,0,0,0,239.46055,-1,0,0,0,0,0,-1,0
Sunnydale Academy Centralia MO,0,0,0,2,238.7683518,-1,202,202,202,202,202,-1,0
Denver Science-CG,0,0,2,16,238.5634729,321,206,1222,26,672,1147,50,0
Uintah River UT,0,0,0,0,238.55501,-1,0,0,0,0,0,-1,0
Crosspointe Christian IN,0,0,0,0,237.9271,-1,0,0,0,0,0,-1,0
Dugway UT,0,0,0,0,237.66393,-1,0,0,0,0,0,-1,0
Strive-Smart,0,0,0,0,237.60649,-1,0,0,0,0,0,-1,0
STEAD,0,0,1,1,237.4715265,322,731,1209,731,1209,731,4,0
Parkhill Christian,0,0,0,0,236.58002,-1,0,0,0,0,0,-1,0
Lincoln Eagles,0,0,0,0,236.45972,-1,0,0,0,0,0,-1,0
Nederland,0,0,1,3,235.0107813,323,512,1209,1164,109,512,52,0
Denver Academy,0,0,1,1,234.7595516,-1,222,703,222,703,222,-1,0
Pueblo South,0,0,1,22,234.5974639,324,78,76,79,77,78,62,0
Denver Science-College View,0,0,7,14,234.5667075,325,947,1222,1149,206,22,51,0
Moffat,0,0,6,11,234.0486056,326,194,271,196,301,431,49,0
Dolores Huerta Prep,0,0,3,13,233.1934608,327,677,223,253,105,635,54,0
Yarbrough OK,0,0,0,1,233.1588542,-1,250,250,250,250,250,-1,0
Aguilar,0,0,0,0,233.01416,-1,0,0,0,0,0,-1,0
Wagon Mound NM,0,0,0,0,232.91604,-1,0,0,0,0,0,-1,0
Omaha Lightning,0,0,0,0,232.83667,-1,0,0,0,0,0,-1,0
Denver Christian JV,0,0,0,0,232.63278,-1,0,0,0,0,0,-1,0
Steamboat Springs JV,0,0,0,0,231.87192,-1,0,0,0,0,0,-1,0
Cripple Creek,0,0,6,16,231.7833193,328,635,260,269,212,301,50,0
Colorado Springs School,0,0,4,11,231.5097566,329,168,504,164,289,929,53,0
Coronado Jv,0,0,0,0,231.40005,-1,0,0,0,0,0,-1,0
Skyridge UT,0,0,0,1,231.0647931,-1,16,16,16,16,16,-1,0
Liberty Tree,0,0,5,17,230.0433712,330,289,635,599,253,533,54,0
Centauri Jv,0,0,0,0,229.62501,-1,0,0,0,0,0,-1,0
Longmont Christian,0,0,0,0,229.60618,-1,0,0,0,0,0,-1,0
Denver Academy JV,0,0,0,0,229.5497972,-1,134,134,134,134,134,-1,0
Walsenburg,0,0,2,18,228.7160484,331,408,189,47,189,125,55,0
Shiprock NW NM,0,0,0,3,228.1483796,-1,83,126,83,83,126,-1,0
Denver Science-GVR,0,0,3,17,228.1286904,332,51,1220,460,24,22,52,0
Englewood,0,0,3,17,227.5738602,333,677,94,37,142,510,53,0
Ascent Classical,0,0,7,10,227.3089088,334,378,512,512,929,697,56,0
New Mexico Deaf/Blind,0,0,1,0,226.0180518,-1,251,251,251,251,251,-1,0
Hinkley,0,0,0,21,224.5162529,335,63,1150,1222,206,665,63,0
Lotus School For Excellence,0,0,4,18,224.4902545,336,482,504,540,697,731,55,0
Eagle Valley Jv,0,0,0,0,224.1277,-1,0,0,0,0,0,-1,0
Lincoln Jv,0,0,0,0,224.01825,-1,0,0,0,0,0,-1,0
Colorado Academy JV,0,0,0,0,223.70329,-1,0,0,0,0,0,-1,0
Peyton Jv,0,0,0,0,223.683933,-1,289,289,289,289,289,-1,0
Two Roads,0,0,0,0,222.9513651,-1,512,533,512,401,1209,-1,0
Sheridan,0,0,2,15,221.2660242,337,703,540,139,94,37,57,0
Ouray,0,0,0,19,220.7013129,338,188,217,231,161,186,51,0
Atlas Preparatory,0,0,0,0,220.15419,-1,0,0,0,0,0,-1,0
Des Moines Home School Iowa,0,0,0,0,219.07256,-1,0,0,0,0,0,-1,0
Aurora West College Prep,0,0,4,17,217.9634788,339,54,533,37,947,401,56,0
Conifer JV,0,0,0,0,217.65859,-1,0,0,0,0,0,-1,0
Phoenix Deaf/Blind,0,0,0,0,215.5129456,-1,251,251,251,251,251,-1,0
Stem-Highlands Ranch,0,0,3,18,214.5045034,340,512,648,378,202,512,57,0
Antonito,0,0,4,14,213.4710747,341,414,431,438,301,271,52,0
Victory Prep,0,0,2,9,211.4101782,342,677,588,542,1313,203,58,0
Clear Creek,0,0,0,20,210.0764823,343,356,173,367,257,612,58,0
Jefferson Jv,0,0,0,0,208.773684,-1,0,0,0,0,0,-1,0
Iowa Deaf/Blind,0,0,0,0,206.029261,-1,0,0,0,0,0,-1,0
Bakersfield Adventist CA,0,0,0,0,204.5086051,-1,202,202,202,202,202,-1,0
Smith,0,0,0,0,203.828433,-1,0,0,0,0,0,-1,0
Manzanola,0,0,1,19,202.111996,344,196,275,261,269,332,53,0
Cedarwood Christian,0,0,0,0,201.919902,-1,0,0,0,0,0,-1,0
FWC Academy,0,0,0,2,201.5494038,345,1265,1209,1265,1209,1265,5,0
Colorado Deaf/Blind,0,0,0,5,201.4209354,346,196,1095,223,196,421,54,0
Newbury Park Adventist CA,0,0,0,0,199.3976351,-1,202,202,202,202,202,-1,0
Hanover,0,0,0,21,195.1681339,347,288,286,332,194,289,55,0
Lake City,0,0,0,10,192.3799452,348,194,301,332,194,414,56,0
Beth Eden,0,0,0,2,191.4870753,349,731,731,731,731,731,57,0
Gals-D,0,0,0,6,191.1207375,350,542,378,90,648,533,6,0
Poudre Community Academy,0,0,0,17,190.0215288,351,947,533,533,947,697,59,0
Plainview,0,0,0,0,189.85414,-1,0,0,0,0,0,-1,0
Denver University,0,0,0,0,187.71676,-1,0,0,0,0,0,-1,0
Legacy Jv,0,0,0,0,186.40232,-1,0,0,0,0,0,-1,0
Arizona Deaf/Blind,0,0,0,0,184.15963,-1,0,0,0,0,0,-1,0
Denver Science-Elevate,0,0,0,2,182.1186148,352,92,1209,92,1209,92,7,0
Christian Family KS,0,0,0,0,174.602567,-1,285,285,285,285,285,-1,0
Napa Christian CA,0,0,0,0,172.8541838,-1,202,202,202,202,202,-1,0
Vanguard Classical East,0,0,0,0,160.40678,-1,0,0,0,0,0,-1,0
Minnesota Deaf/Blind,0,0,0,0,126.60209,-1,0,0,0,0,0,-1,0
