id,home_team_id,visitor_team_id,original_home_score,original_visitor_score,home_z_score,visitor_z_score,week_id,flagged,invalid,home_field_advantage
43632,Adams St,CSU-Pueblo,10,66,0.301184304,-0.301184304,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43547,Adrian,Olivet MI,24,14,-0.205067526,0.205067526,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43526,Alabama,Georgia,41,34,0.971890801,-0.971890801,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43437,Albany GA,Kentucky St,49,21,0.363748826,-0.363748826,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43696,Albright,Eastern Univ,20,41,-0.59089347,0.59089347,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43558,Alfred,Catholic,45,15,0.872461373,-0.872461373,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43618,Allen,Miles,13,33,-0.179196527,0.179196527,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43698,Alma,Hope,13,34,-0.721997409,0.721997409,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43716,American Intl,Ferris St,7,84,-0.86394747,0.86394747,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43567,Anna Maria,Husson,47,29,1.591179409,-1.591179409,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43692,Arizona Chr,Carroll MT,0,28,-0.288261749,0.288261749,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43688,Ark Baptist,Panhandle St,6,52,-0.51802764,0.51802764,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43733,Arkansas,Texas A&M,17,21,0.07048234,-0.07048234,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,FALSE
43634,Arkansas Tech,S Arkansas,7,38,-0.542663266,0.542663266,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43470,Ashland,Tiffin,21,12,0.417327146,-0.417327146,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43436,Assumption,Post,35,7,-0.262686423,0.262686423,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43641,Auburn,Oklahoma,21,27,-0.229254432,0.229254432,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43643,Augsburg,Gust Adolphus,0,28,-0.923410669,0.923410669,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43559,Aurora,Concordia IL,72,6,-0.438846197,0.438846197,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43646,Austin Col,McMurry,9,34,0.094850475,-0.094850475,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43647,Austin Peay,Southern Utah,17,28,-0.652616255,0.652616255,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43723,Avila,McPherson,24,43,-0.369274456,0.369274456,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43651,Baldwin-Wallace,Mt Union,14,52,-0.2596814,0.2596814,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43588,Barton,Anderson SC,27,13,0.886766266,-0.886766266,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43654,Baylor,BYU,28,34,0.5700199,-0.5700199,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43494,Belhaven MS,NC Wesleyan,30,12,0.448080847,-0.448080847,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43568,Bemidji St,Mary ND,41,7,-0.041484459,0.041484459,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
43710,Benedictine IL,Concordia WI,18,23,-0.674673205,0.674673205,"Game Set 6.1, 2024 College Mens Football",FALSE,FALSE,TRUE
