id,home_team_id,visitor_team_id,original_home_score,original_visitor_score,home_z_score,visitor_z_score,week_id,flagged,invalid,home_field_advantage
45252,Gust Adolphus,St Olaf,21,10,-0.048534235,0.048534235,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45302,Hampton,Villanova,14,20,-0.223507243,0.223507243,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45169,Hanover,Bluffton,49,13,-0.032924965,0.032924965,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45092,Hardin-Simmons,Howard Payne,44,17,-0.661252295,0.661252295,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45089,Harding,SE Oklahoma,56,14,0.489853599,-0.489853599,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45401,Hendrix,Trinity TX,7,26,-0.466362021,0.466362021,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45262,Hillsdale,Thomas More,38,17,0.997452124,-0.997452124,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45304,Hiram,Wooster,20,30,-0.630512166,0.630512166,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45197,Hope,Albion,41,14,-0.226075777,0.226075777,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45186,Houston,Kansas St,24,19,2.780322866,-2.780322866,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45111,Howard,Delaware St,38,0,1.693920768,-1.693920768,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45375,Huntingdon,LaGrange,21,24,-0.18442201,0.18442201,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45226,Husson,W New England,49,42,3.52928711,-3.52928711,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45203,IL Wesleyan,Augustana IL,29,21,0.406448472,-0.406448472,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45105,IN Wesleyan,Concordia MI,48,24,-0.87641796,0.87641796,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45353,Illinois,Minnesota,17,25,-1.928703977,1.928703977,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45129,Illinois St,Youngstown St,23,16,0.829375615,-0.829375615,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45266,Incarnate Word,Houston Chr,45,20,0.405312226,-0.405312226,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45130,Indiana St,North Dakota,35,31,2.867794106,-2.867794106,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45213,Indianapolis,SW Baptist,58,3,0.54038788,-0.54038788,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45183,Iowa,Wisconsin,42,10,1.577657881,-1.577657881,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45307,Iowa St,Texas Tech,22,23,-2.926503858,2.926503858,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45388,JC Smith,Fayetteville St,0,27,-4.731605052,4.731605052,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45128,Jackson St,Ark Pine Bluff,41,3,0.573469451,-0.573469451,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45426,Jamestown,Dickinson St ND,30,35,0.566857196,-0.566857196,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45131,Johns Hopkins,Muhlenberg,26,13,0.610642023,-0.610642023,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45420,Judson IL,Olivet Naz,20,65,-0.139520136,0.139520136,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45378,Juniata,Lycoming,0,45,-1.62291925,1.62291925,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45249,KS Wesleyan,Tabor,28,14,0.399652943,-0.399652943,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45309,KY Wesleyan,Tiffin,14,54,-0.318956561,0.318956561,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45377,Kean,Frank & Marsh,14,34,-0.358401162,0.358401162,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45273,Kentucky Chr,St Andrew's,85,26,1.288260133,-1.288260133,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45387,Kenyon,DePauw,0,65,-0.33038316,0.33038316,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45224,King's PA,Delaware Val,14,6,1.693554469,-1.693554469,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45333,La Verne,Redlands,21,31,0.615775591,-0.615775591,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45308,Lake Erie,Ashland,14,41,0.373476171,-0.373476171,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45413,Lamar,SE Louisiana,27,30,0.179647525,-0.179647525,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45393,Lane,Edward Waters,23,37,-3.131580761,3.131580761,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45403,Lawrence,Chicago,14,64,-0.843611429,0.843611429,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45205,Lawrence Tech,Madonna,45,28,-0.246211203,0.246211203,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45394,Lebanon Val,Widener,21,24,-2.687373915,2.687373915,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45312,Lenoir-Rhyne,Wingate,10,14,-1.341574043,1.341574043,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45280,Liberty,Jacksonville St,21,31,-0.38772977,0.38772977,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45343,Lincoln PA,Virginia St,0,55,-1.303079703,1.303079703,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45264,MA Dartmouth,W Connecticut,41,30,0.729252463,-0.729252463,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45284,MA Maritime,Westfield St,10,13,-3.489664947,3.489664947,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45206,MO Baptist,Missouri Val,29,23,1.455945077,-1.455945077,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45365,MO Western,C Oklahoma,34,37,0.661929848,-0.661929848,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45323,MS Valley St,Prairie View,16,17,0.806074812,-0.806074812,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45324,MT St Northern,MT Western,14,56,0.261444302,-0.261444302,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45392,Macalester,Hamline,35,37,-0.321222132,0.321222132,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45255,Marietta,Wilmington OH,52,6,-0.524214054,0.524214054,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45117,Mars Hill,Emory & Henry,31,23,2.326462043,-2.326462043,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45138,Marshall,ULM,28,23,-0.233348084,0.233348084,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45406,McDaniel,Ursinus,0,42,-0.26277505,0.26277505,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45140,McMurry,Austin Col,31,3,-0.025968428,0.025968428,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45267,McNeese St,TX A&M Commerce,31,3,0.352577392,-0.352577392,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45114,Mercer,ETSU,37,31,1.521340752,-1.521340752,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45113,Miami FL,Duke,53,31,0.487003746,-0.487003746,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45355,Michigan,Oregon,17,38,-0.333150248,0.333150248,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45354,Michigan St,Indiana,10,47,-0.8635637,0.8635637,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45142,Mid Am Nazarene,Benedictine KS,48,47,-0.602492581,0.602492581,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45254,Middlebury,Hamilton,35,0,0.740332522,-0.740332522,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45347,Midwest TX St,W Oregon,16,21,0.043617394,-0.043617394,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45265,Miles,Morehouse,37,3,0.15312916,-0.15312916,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45320,Millersville,Kutztown,17,49,0.661580505,-0.661580505,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45322,Minot St,Moorhead St,38,42,-1.566449947,1.566449947,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45184,Mississippi St,Massachusetts,45,20,0.451045999,-0.451045999,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45415,Missouri S&T,McKendree,20,27,-0.412408576,0.412408576,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45145,Missouri St,S Illinois,38,17,0.120525575,-0.120525575,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45158,Monmouth IL,Ripon,56,13,0.080442358,-0.080442358,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45163,Morehead St,St Thomas MN,21,7,2.214883566,-2.214883566,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45148,Morgan St,Norfolk St,38,37,-0.860571298,0.860571298,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45243,Morningside,Northwestern IA,13,7,-0.515242994,0.515242994,"Game Set 11.1, 2024 College Mens Football",FALSE,FALSE,TRUE
