id,home_team_id,visitor_team_id,original_home_score,original_visitor_score,home_z_score,visitor_z_score,week_id,flagged,invalid,home_field_advantage
44763,Akron,E Michigan,25,21,1.810244284997455,-1.810244285,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44801,Alabama,Missouri,34,0,1.0934301478886002,-1.093430148,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45084,Alabama A&M,Alabama St,19,27,-1.26285107,1.2628510695886759,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,FALSE
44746,Albany GA,Edward Waters,42,34,-0.865419969,0.8654199685004085,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44783,Albion,Kalamazoo,28,23,-0.993315745,0.9933157449287418,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45007,Allegheny,Waynesburg,41,44,0.7480119496216308,-0.74801195,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44758,Alma,Olivet MI,67,14,0.5107891731751185,-0.510789173,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45052,Amherst,Wesleyan CT,14,31,-0.127815886,0.12781588619957457,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44766,Angelo St,Sul Ross,57,10,0.025346005420052678,-0.025346005,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44913,Anna Maria,Alfred St,35,23,0.7259608991937637,-0.725960899,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44769,Appalachian St,Georgia St,33,26,1.517712928522332,-1.517712929,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44959,Arizona,West Virginia,26,31,0.18892653897294412,-0.188926539,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45044,Ark Baptist,Langston,0,42,-0.407801451,0.407801451,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44779,Ark Pine Bluff,MS Valley St,35,21,-0.069100988,0.069100988,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44777,Arkansas St,Troy,34,31,-0.109014005,0.10901400539379308,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44964,Arkansas Tech,Ouachita,7,38,0.4171430292460995,-0.417143029,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44784,Ashland,Northwood MI,9,7,-1.003645179,1.0036451793751466,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44874,Assumption,New Haven,19,14,2.2714362029977133,-2.271436203,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44789,Augsburg,St Olaf,35,34,1.304201038477296,-1.304201038,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45024,Augustana IL,N Central Il,10,49,0.3455369070763085,-0.345536907,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44975,Austin Peay,Tarleton St,17,27,-0.057650497,0.057650497,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45057,Avila,Tabor,28,41,-0.973715574,0.973715574,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44908,Baker KS,Cent Methodist,62,7,-0.006385485,0.006385485,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44804,Ball St,N Illinois,25,23,1.9497009081437897,-1.949700908,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44912,Bates,Middlebury,21,20,1.973403921061739,-1.973403921,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44813,Baylor,Oklahoma St,38,28,0.2643385902454138,-0.26433859,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44978,Benedict,Miles,14,26,0.046063648,-0.046063648,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45074,Bethany KS,McPherson,7,59,-1.114553588,1.1145535877558694,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45082,Bethel KS,Southwestern KS,14,41,-0.123086705,0.12308670509556499,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44966,Bethune-Cookman,Jackson St,17,37,0.069988114,-0.069988114,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44751,Black Hills St,Chadron St,21,18,-0.18902272,0.18902271963177833,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44821,Bloomsburg,Shippensburg,20,10,-0.140216925,0.1402169254241995,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45003,Bluefield St,Virginia St,6,45,-0.230121631,0.23012163056143056,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44995,Bluffton,Rose-Hulman,10,52,-0.730947177,0.7309471765464366,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44940,Boston College,Louisville,27,31,0.062185709653754494,-0.06218571,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
45004,Bowie St,Virginia Union,28,56,-0.324905721,0.324905721,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44838,Briar Cliff,Waldorf,35,28,-0.490028713,0.49002871342678117,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44907,Brockport St,Morrisville St,24,0,0.5668641251155174,-0.566864125,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44855,Brown,Cornell,23,21,0.046166856588331175,-0.046166857,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44990,Bryant,Richmond,14,41,-0.242259949,0.2422599489660031,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
44965,Buffalo St,Ithaca,14,49,-0.084721426,0.084721426,"Game Set 10.1, 2024 College Mens Football",FALSE,FALSE,TRUE
