BOULDER,6A,100,0,0,0,0,0,0,0,54,54 
CHERRY CREEK,6A,130,0,0,0,0,0,0,0,16,16 
EAGLECREST,6A,140,0,0,0,0,0,0,0,11,13 
FAIRVIEW,6A,128,0,0,0,0,0,0,0,27,28 
MULLEN,6A,121,0,0,0,0,0,0,0,47,47 
OVERLAND,6A,117,0,0,0,0,0,0,0,53,53 
SMOKY HILL,6A,137,0,0,0,0,0,0,0,15,17 
CORONADO,5A,94 ,0,0,0,0,0,0,0,142,146 
DOHERTY,6A,133,0,0,0,0,0,0,0,19,19 
PALMER,5A,113,0,0,0,0,0,0,0,60,61 
