BBOULDER,MULLEN,44,54,999 
EAGLECREST,PALMER,53,51,999 
CHERRY CREEK,SMOKY HILL,33,59,999 
XXX, ,0,0,999 
XXX, ,0,0,999 
XXX, ,0,0,999
