11/17/2024,Abilene Chr,Cent Arkansas,41,34,0
11/17/2024,Air Force,Navy,7,34,0
11/17/2024,Akron,Bowling Green,20,27,0
11/17/2024,Alabama A&M,Jackson St,38,45,999
11/17/2024,Alabama St,Florida A&M,13,28,0
11/17/2024,Albion,Adrian,38,27,0
11/17/2024,Alcorn St,Ark Pine Bluff,38,28,0
11/17/2024,Alfred,Hilbert,47,0,0
11/17/2024,Alfred St,Apprentice,21,7,0
11/17/2024,Allegheny,Case Western,14,58,0
11/17/2024,Allen,Albany GA,17,57,0
11/17/2024,Amherst,Middlebury,21,29,0
11/17/2024,Anna Maria,W New England,10,44,0
11/17/2024,Arizona,Texas Tech,22,28,0
11/17/2024,Arizona Chr,Eastern Oregon,22,48,0
11/17/2024,Arizona St,Kansas,35,31,0
11/17/2024,Arkansas,Tennessee,19,14,0
11/17/2024,Arkansas St,South Alabama,18,16,0
11/17/2024,Ashland,OH Dominican,26,6,0
11/17/2024,Augustana IL,North Park,27,30,0
11/17/2024,Augustana SD,MN Duluth,28,24,0
11/17/2024,Ave Maria,Thomas GA,28,14,0
11/17/2024,Baker KS,Missouri Val,26,16,0
11/17/2024,Ball St,W Michigan,42,45,0
11/17/2024,Benedict,North Greenville,21,38,0
11/17/2024,Berry,SW Univ TX,44,7,0
11/17/2024,Bethany KS,Ottawa KS,13,0,0
11/17/2024,Bethany WV,Grove City,22,62,0
11/17/2024,Bethel KS,Tabor,33,34,0
11/17/2024,Bethel TN,Cumberlands KY,28,17,0
11/17/2024,Bluffton,Anderson IN,37,9,0
11/17/2024,Boise St,Utah St,62,30,0
11/17/2024,Briar Cliff,Mt Marty,21,36,0
11/17/2024,Bridgewater MA,Worcester St,42,7,0
11/17/2024,Brockport St,St John Fisher,35,0,0
11/17/2024,Brown,Bryant,35,42,0
11/17/2024,Butler,Morehead St,40,6,0
11/17/2024,CO Mesa,Colorado Mines,14,13,0
11/17/2024,CSU-Pueblo,NM Highlands,67,28,0
11/17/2024,Cal Poly,Idaho St,38,41,0
11/17/2024,California,Miami FL,38,39,0
11/17/2024,Calvin,Alma,13,73,0
11/17/2024,Campbell,NC Central,14,45,0
11/17/2024,Campbellsville,Cumberland TN,27,14,0
11/17/2024,Capital,Heidelberg,22,45,0
11/17/2024,Carleton MN,Concordia Mhd,6,31,0
11/17/2024,Carnegie Mellon,Waynesburg,42,0,0
11/17/2024,Carroll MT,MT St Northern,43,12,0
11/17/2024,Carroll WI,Millikin,49,14,0
11/17/2024,Carson-Newman,Barton,28,17,0
11/17/2024,Carthage,Elmhurst,17,23,0
11/17/2024,Castleton,Westfield St,24,10,0
11/17/2024,Catawba,Anderson SC,44,41,0
11/17/2024,Catholic,Susquehanna,14,48,0
11/17/2024,Cent Methodist,MO Baptist,14,30,0
11/17/2024,Centenary,Lyon,35,14,0
11/17/2024,Central IA,Simpson IA,59,14,0
11/17/2024,Centre,Trinity TX,24,12,0
11/17/2024,Chadron St,Adams St,52,3,0
11/17/2024,Chapman,Cal Lutheran,24,20,0
11/17/2024,Charleston So,W Illinois,20,31,0
11/17/2024,Charleston WV,Glenville St,29,17,0
11/17/2024,Charlotte,East Carolina,55,24,0
11/17/2024,Chicago,Beloit,23,3,0
11/17/2024,Citadel,Furman,16,17,0
11/17/2024,Clarion,California PA,27,31,0
11/17/2024,Clark Atlanta,Savannah St,28,35,0
11/17/2024,Coastal Car,Old Dominion,45,37,0
11/17/2024,Colby,Bates,28,26,0
11/17/2024,Colgate,Holy Cross,7,38,0
11/17/2024,College of NJ,Montclair St,20,13,0
11/17/2024,Columbia,Princeton,34,17,0
11/17/2024,Connecticut,Temple,29,20,0
11/17/2024,Cornell,SUNY Albany,10,31,0
11/17/2024,Cornell IA,Ripon,37,34,0
11/17/2024,Cortland St,Morrisville St,41,0,0
11/17/2024,Culver-Stockton,Benedictine KS,21,56,0
11/17/2024,Dakota St,Mayville St,12,13,0
11/17/2024,Dartmouth,Penn,20,17,0
11/17/2024,Davenport,Grand Valley St,7,24,0
11/17/2024,Davidson,Marist,42,19,0
11/17/2024,Defiance,Manchester,35,3,0
11/17/2024,Delaware St,St Francis PA,17,28,0
11/17/2024,Delta St,Chowan,54,9,0
11/17/2024,Dickinson St ND,Valley City St,19,6,0
11/17/2024,Dordt,Doane,38,3,0
11/17/2024,Dubuque,Luther IA,64,7,0
11/17/2024,Duquesne,LIU Post,47,21,0
11/17/2024,E Illinois,SE Missouri St,27,38,0
11/17/2024,E New Mexico,C Washington,28,44,0
11/17/2024,ETSU,Chattanooga,10,17,0
11/17/2024,East Central OK,Ark Monticello,42,17,0
11/17/2024,Edward Waters,Fort Valley St,14,48,0
11/17/2024,Emory & Henry,Lenoir-Rhyne,31,20,0
11/17/2024,Emporia St,NE Oklahoma,48,14,0
11/17/2024,Eureka,Concordia IL,27,31,0
11/17/2024,Evangel,Avila,44,3,0
11/17/2024,Fairmont St,WV State,34,45,0
11/17/2024,Faulkner,Lindsey Wilson,21,47,0
11/17/2024,Fayetteville St,Bowie St,27,24,0
11/17/2024,Ferris St,Roosevelt,55,13,0
11/17/2024,Ferrum,Bridgewater VA,15,41,0
11/17/2024,Florida,UCF,24,13,0
11/17/2024,Florida St,Clemson,13,29,0
11/17/2024,Fordham,Lafayette,23,28,0
11/17/2024,Fort Hays St,C Missouri,31,21,0
11/17/2024,Framingham St,Fitchburg St,25,22,0
11/17/2024,Frank & Marsh,Dickinson,23,14,0
11/17/2024,Friends,Sterling,59,14,0
11/17/2024,Frostburg St,WV Wesleyan,49,16,0
11/17/2024,Gallaudet,Nichols,42,28,0
11/17/2024,Gannon,Seton Hill,23,17,0
11/17/2024,Georgia,Auburn,31,13,0
11/17/2024,Georgia Tech,Duke,24,14,0
11/17/2024,Gettysburg,McDaniel,20,7,0
11/17/2024,Graceland,Peru St,43,35,0
11/17/2024,Grand View,Clarke,89,0,0
11/17/2024,Gust Adolphus,Bethel MN,0,43,0
11/17/2024,Hamilton,Wesleyan CT,7,19,0
11/17/2024,Hampden-Sydney,Guilford,31,0,0
11/17/2024,Hampton,Rhode Island,44,46,0
11/17/2024,Hanover,Mt St Joseph,41,49,0
11/17/2024,Hardin-Simmons,Endicott,35,27,0
11/17/2024,Hartwick,Utica,7,65,0
11/17/2024,Harvard,New Hampshire,28,23,0
11/17/2024,Hastings,Dakota Wesleyan,10,31,0
11/17/2024,Henderson St,OK Baptist,52,7,0
11/17/2024,Hobart & Smith,Ithaca,16,7,0
11/17/2024,Hope,Trine,42,6,0
11/17/2024,Houston Chr,McNeese St,43,22,0
11/17/2024,Huntingdon,Belhaven MS,45,31,0
11/17/2024,IL Wesleyan,Washington StL,23,33,0
11/17/2024,IN Wesleyan,St Xavier IL,39,7,0
11/17/2024,Idaho,Northern Arizona,23,17,0
11/17/2024,Incarnate Word,Prairie View,56,28,0
11/17/2024,Indiana PA,Slippery Rock,32,33,0
11/17/2024,Iowa St,Baylor,43,21,0
11/17/2024,JC Smith,Virginia St,21,17,0
11/17/2024,Johns Hopkins,Rowan,20,13,0
11/17/2024,Judson IL,Concordia MI,6,45,0
11/17/2024,Juniata,Wilkes,7,54,0
11/17/2024,KY Wesleyan,Findlay,9,49,0
11/17/2024,Kean,Wm Paterson,25,18,0
11/17/2024,Kennesaw,Jacksonville St,24,63,0
11/17/2024,Kentucky St,Lane,24,20,0
11/17/2024,Keystone,Moravian,14,55,0
11/17/2024,Kutztown,Bloomsburg,42,10,0
11/17/2024,LaGrange,Maryville TN,13,38,0
11/17/2024,Lake Forest,Knox,42,0,0
11/17/2024,Lakeland,Benedictine IL,42,21,0
11/17/2024,Langston,Nelson,35,29,0
11/17/2024,Lawrence,Grinnell,14,17,0
11/17/2024,Lewis & Clark,George Fox,24,21,0
11/17/2024,Lincoln MO,Lincoln CA,40,14,0
11/17/2024,Lindenwood,Tennessee St,20,24,0
11/17/2024,Livingstone,Eliz. City St,23,17,0
11/17/2024,Loras,Coe,10,43,0
11/17/2024,Louisiana Chr,Panhandle St,40,48,0
11/17/2024,Louisville,SMU,27,34,0
11/17/2024,M Hardin-Baylor,E Texas Bap,42,28,0
11/17/2024,MA Maritime,MA Dartmouth,0,34,0
11/17/2024,MIT,Coast Guard,19,21,0
11/17/2024,MN Mankato,Sioux Falls,36,40,0
11/17/2024,MO Southern,C Oklahoma,24,59,0
11/17/2024,MT Tech,Southern Oregon,42,35,0
11/17/2024,Marietta,Ohio Northern,45,10,0
11/17/2024,Marshall,Appalachian St,52,37,0
11/17/2024,Martin Luther,MN Morris,21,14,0
11/17/2024,Mary ND,Concordia SP,13,19,0
11/17/2024,McKendree,Quincy,10,34,0
11/17/2024,McPherson,KS Wesleyan,42,13,0
11/17/2024,Merchant Marine,Salve Regina,28,31,0
11/17/2024,Mercyhurst,Buffalo St,55,0,0
11/17/2024,Michigan Tech,Wayne St MI,22,7,0
11/17/2024,Miles,Central St OH,16,7,0
11/17/2024,Millersville,E Stroudsburg,17,57,0
11/17/2024,Minnesota,USC,24,17,0
11/17/2024,Missouri S&T,SW Baptist,65,24,0
11/17/2024,Monmouth IL,Illinois Col,44,24,0
11/17/2024,Monmouth NJ,Delaware,35,42,0
11/17/2024,Montana,Weber St,48,55,0
11/17/2024,Montana St,N Colorado,55,17,0
11/17/2024,Morehouse,Tuskegee,0,42,999
11/17/2024,Morgan St,Lincoln PA,41,0,0
11/17/2024,Muhlenberg,Ursinus,50,53,0
11/17/2024,Murray St,South Dakota,0,59,0
11/17/2024,Muskingum,John Carroll,10,35,0
11/17/2024,N Dakota St,North Dakota,41,17,0
11/17/2024,N Illinois,Massachusetts,34,20,0
11/17/2024,N Michigan,Saginaw Val,14,63,0
11/17/2024,NC State,Wake Forest,30,34,0
11/17/2024,NC Wesleyan,Methodist,19,17,0
11/17/2024,NE Wesleyan,Buena Vista,34,21,0
11/17/2024,NW Oklahoma St,Arkansas Tech,21,44,0
11/17/2024,Nebraska,Rutgers,14,7,0
11/17/2024,New Haven,American Intl,56,0,0
11/17/2024,Newberry,Mars Hill,9,34,0
11/17/2024,North Alabama,Utah Tech,60,14,0
11/17/2024,North American,Texas Col,21,25,999
11/17/2024,North Carolina,Pittsburgh,24,34,0
11/17/2024,Northern Iowa,S Dakota St,3,41,0
11/17/2024,Northern St SD,Bemidji St,14,13,0
11/17/2024,Northwestern,Indiana,24,41,0
11/17/2024,Northwestern IA,Concordia NE,17,29,0
11/17/2024,Northwestern MN,Crown MN,69,14,0
11/17/2024,Northwood MI,Hillsdale,13,14,0
11/17/2024,Norwich,SUNY Maritime,14,37,0
11/17/2024,Oberlin,Kenyon,0,34,0
11/17/2024,Ohio St,Iowa,35,7,0
11/17/2024,Ohio Wesleyan,DePauw,14,53,0
11/17/2024,Oklahoma St,West Virginia,14,38,0
11/17/2024,Olivet MI,Kalamazoo,45,12,0
11/17/2024,Olivet Naz,Madonna,42,15,0
11/17/2024,Oregon,Michigan St,31,10,0
11/17/2024,Oregon St,Colorado St,39,31,0
11/17/2024,Otterbein,Mt Union,0,21,0
11/17/2024,Pac Lutheran,Whitworth,23,34,0
11/17/2024,Pace,Bentley,16,31,0
11/17/2024,Penn St,UCLA,27,11,0
11/17/2024,Permian Basin,Angelo St,7,36,0
11/17/2024,Pikeville,Reinhardt,47,21,0
11/17/2024,Pittsburg St,MO Western,31,20,0
11/17/2024,Plymouth St,W Connecticut,21,48,0
11/17/2024,Point,Kentucky Chr,30,22,0
11/17/2024,Pomona-Pitzer,Claremont M.S.,14,20,0
11/17/2024,Portland St,UC Davis,26,27,0
11/17/2024,Puget Sound,Pacific OR,34,62,0
11/17/2024,Redlands,La Verne,38,17,0
11/17/2024,Rhodes,Hendrix,34,29,0
11/17/2024,Richmond,NC A&T,20,17,0
11/17/2024,Rochester NY,Rensselaer,14,7,0
