10/13/2024,Air Force,Merrimack,21,6,0
10/13/2024,Alabama,WKU,63,0,0
10/13/2024,Alabama St,NC Central,24,31,999
10/13/2024,Appalachian St,ETSU,38,10,0
10/13/2024,Arizona,New Mexico,61,39,0
10/13/2024,Arizona St,Wyoming,48,7,0
10/13/2024,Ark Pine Bluff,Arkansas,0,70,999
10/13/2024,Arkansas St,Cent Arkansas,34,31,0
10/13/2024,Army,Lehigh,42,7,0
10/13/2024,Auburn,Alabama A&M,73,3,0
10/13/2024,Avila,Bethany KS,24,21,0
10/13/2024,BYU,S Illinois,41,13,0
10/13/2024,Baylor,Tarleton St,45,3,0
10/13/2024,Bemidji St,Michigan Tech,19,13,0
10/13/2024,Benedict,Virginia St,7,23,999
10/13/2024,Bethel TN,Point,20,6,0
10/13/2024,Bluefield St,W Salem St,3,34,0
10/13/2024,Bowling Green,Fordham,41,17,0
10/13/2024,Buffalo,Lafayette,30,13,0
10/13/2024,Butler,Upper Iowa,40,7,0
10/13/2024,C Michigan,Central Conn,66,10,0
10/13/2024,California,UC Davis,31,13,0
10/13/2024,Carson-Newman,Reinhardt,50,7,0
10/13/2024,Cent Methodist,Texas Col,15,26,0
10/13/2024,Chadron St,NE Kearney,6,18,0
10/13/2024,Charleston So,Citadel,21,22,0
10/13/2024,Charlotte,James Madison,7,30,0
10/13/2024,Cincinnati,Towson,38,20,0
10/13/2024,Clemson,Georgia,3,34,999
10/13/2024,Col of Idaho,Simpson CA,65,0,0
10/13/2024,Colorado,N Dakota St,31,26,0
10/13/2024,Concordia MI,Olivet Naz,14,35,0
10/13/2024,Concordia NE,Waldorf,45,7,0
10/13/2024,Culver-Stockton,Mt Marty,14,42,0
10/13/2024,Dakota St,Dakota Wesleyan,34,3,0
10/13/2024,Dayton,St Francis PA,18,10,0
10/13/2024,Delaware,Bryant,48,17,0
10/13/2024,Dickinson St ND,Rocky Mtn,42,17,0
10/13/2024,Doane,Graceland,11,49,0
10/13/2024,Duke,Elon,26,3,0
10/13/2024,E Washington,Monmouth NJ,42,27,0
10/13/2024,East Carolina,Norfolk St,42,3,0
10/13/2024,Edinboro,E Stroudsburg,12,24,0
10/13/2024,Emory & Henry,Glenville St,38,7,0
10/13/2024,Emporia St,Washburn,30,14,0
10/13/2024,Erskine,St Andrew's,52,0,0
10/13/2024,Fairmont St,Seton Hill,56,24,0
10/13/2024,Florida,Miami FL,17,41,0
10/13/2024,Florida A&M,S Carolina St,22,18,0
10/13/2024,Florida St,Boston College,13,28,0
10/13/2024,Fort Hays St,Angelo St,21,7,0
10/13/2024,Fort Valley St,Clark Atlanta,42,45,0
10/13/2024,Ft Lewis,Wm Jewell,20,35,0
10/13/2024,Ga Southern,Boise St,45,56,0
10/13/2024,Gardner Webb,Wofford,20,21,0
10/13/2024,Georgetown,Davidson,46,24,0
10/13/2024,Georgia Tech,Georgia St,35,12,0
10/13/2024,Hampton,Morgan St,28,30,0
10/13/2024,Hastings,Peru St,21,27,0
10/13/2024,Hawaii,UCLA,13,16,0
10/13/2024,Houston,UNLV,7,27,0
10/13/2024,Illinois,E Illinois,45,0,0
